instance_id,user_id,text,politeness,gender,race,age,occupation,education,gpt-5.2 (zero shot prompting),claude-sonnet-4.6 (zero shot prompting),claude-opus-4.6 (zero shot prompting),gemini-3.1-pro (zero shot prompting),claude-haiku-4.5 (zero shot prompting),llama-3-8b (zero shot prompting),mistral-large-2512 (zero shot prompting),gpt-oss-120b (zero shot prompting),gpt-5.2 (few shot),claude-sonnet-4.6 (few shot),claude-opus-4.6 (few shot),gemini-3.1-pro (few shot),claude-haiku-4.5 (few shot),llama-3-8b (few shot),mistral-large-2512 (few shot),gpt-oss-120b (few shot),gpt-5.2 (persona prompt),claude-sonnet-4.6 (persona prompt),claude-opus-4.6 (persona prompt),gemini-3.1-pro (persona prompt),claude-haiku-4.5 (persona prompt),llama-3-8b (persona prompt),mistral-large-2512 (persona prompt),gpt-oss-120b (persona prompt)
1794,17,"Attached are a clean and blacklined version of P.M.I.'s Amendment Agreement with our changes noted.
Please let me know if you have any questions or need anything else.
Marie",5.0,Man,White,45-49,Employed,Graduate degree,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2919,17,"I will have the procedures for deal entry to you tomorrow.  Keith Holst is also taking a look at the current deal ticket and might be making some changes.  I'll run it by you before we finalize it.
Thanks
Kam",5.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2059,17,"Hello,

I think a good idea would be to have a conversation about it in advance of our next call. Please let me know. 

All the Best,

Kay",5.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3236,17,"I received your memo-sounds like all we need is a high speed internet 
connection and that is it.",5.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0
803,17,Will we be having drinks with your colleague today?,5.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0
841,17,"Looks like everything went well. We do not have access to the Terminal Server right now. 
John",5.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2822,17,"Hey there.  Wanna hear my wife's best stupid joke?



She says, ""hey honey, what can clear out a men's bathroom faster than anything""? She hesitates and asks, ""give up?""



She then smiles and says, ""a nice wiener"" while she giggles like a schoolgirl.",2.0,Man,White,45-49,Employed,Graduate degree,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0
3643,17,I really appreciate your helping me at work. Thank you so much.,5.0,Man,White,45-49,Employed,Graduate degree,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
473,17,No but he is divorced. The other person going is the guy from A&M that i had mentioned before. The older gentleman is very funny. He is quite possibly the funniest person i know.,4.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0
73,17,"Daren,

This is one of the deals which you told me to zero out. Unfortunately, I do

not allocate PGEV. Also, Sherlyn has actualized PGEV and she has the

support from the pipeline for the 1746918 volume. Please let me know if I

had missed something in our conversation. 

Thanks

Thu",4.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
3410,17,"i heard your nickname in highschool was the ""virgin surgeon""",2.0,Man,White,45-49,Employed,Graduate degree,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
1023,17,"My love, I am available whenever you have time for me, but particularly the hours between twelve o'clock and two o'clock would be best.  I miss you and there isn't a second that goes by when I'm not thinking of you.  I love you, my dearest.",2.0,Man,White,45-49,Employed,Graduate degree,1.0,4.0,5.0,1.0,5.0,,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,,2.0,2.0
90,17,"Sorry you can't come because you're feeling bad Richard.  Of course, if the
real reason is that you dodging the bike ride, I will mock you for all
eternity.  ;)",1.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0
2796,17,"John,
On the first note: OK, thanks.
On the second, I would like the senior person on each team (and they know who they are) to figure how to divvy up the tasks based upon their teams relative skills. You guys need to figure it out, with my help. Right now we are a little heavily staffed for what we are doing and I am trying to find ways to cope with that. This is one. Your cooperation is appreciated.
Thanks,
AZ",4.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
2920,17,I have a staff meeting at 4PM. I would like to get together after that. Will that work for you?,4.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1027,17,"Thanks to your work on thus project, we get to go out and celebrate! Beers on me!",5.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2605,17,"Hi! Hope all is well with you.  As always, we would love to meet up with you sometime in the near future. How are the kids? It's been a while since we've seen them.  Do you have any new pictures?  If so, we'd like to see them.  Our email address is ktycholiz@houston.rr.com.



Talk to you soon,



TIC",5.0,Man,White,45-49,Employed,Graduate degree,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
798,17,"I would like to take the opportunity to let you know that I have resigned and will be leaving today.

I've enjoyed our time working together, and I wish you all the best in your career and in life.

Regards,

Rodrigo Lamas ",5.0,Man,White,45-49,Employed,Graduate degree,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
2890,17,"i only gave kmb 1350 of my 2700 huevos.  talk all you want
humpdog, who smacked you around at the beginning of the season?
fear my huevos, as everybody else does (except for mark, he'd
probably want to suck on them)",1.0,Man,White,45-49,Employed,Graduate degree,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0
3082,17,"Hello Willis, Could you help me out by getting my name taken off of the Brad Galante email list for plant outages, please? 



Thanks in advance,

Chris",5.0,Man,White,45-49,Employed,Graduate degree,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
2974,17,"Hey guys,
I am getting the tickets today at the box office.  I was thinking we get together for cocktails around 7:15 at the Southpark Bar and Grill and can get you the tickets then.  If you can't make it before for drinks email me and I will get it to you before.
Paul",5.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0
1769,17,the law student was the replacement b/c the real one was such a fuck up.  sorry i didn't call you guys back last  night.  i didn't get home until 8 and the sopranos was on.,2.0,Man,White,45-49,Employed,Graduate degree,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0
380,17,"I have an all day meeting on Thursday and Friday.  Can we do this meeting on 
a different day.
Thanks",3.0,Man,White,45-49,Employed,Graduate degree,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
610,17,Hey team our New Jerseys will be ready for our game this week. Please bring the $25 to the game.  Let me know who will attend the game that’s starting at 6 pm.,4.0,Man,White,45-49,Employed,Graduate degree,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
1902,17,"Do you know anyone who would like or need detailed maps from the Final 
Environmental Impact Statement for Gulfstream?  I typically don't keep 
environmental information for projects because it takes up so much room and 
nobody ever asks for it.  However, this does have facility location maps of 
the project and various alternatives.  The full system is broken down into 
121 topographic maps, so it's very detailed.  This may not be the final 
routing, but it will be pretty close.
First come, first served.  I only have one volume.",4.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
2607,17,"This is unreal.  If TW ain't on the A list, who is?",3.0,Man,White,45-49,Employed,Graduate degree,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
1835,17,"Hi,



Can you please let me know where ICC has that as one of their issues?



Your colleague,

Jim",5.0,Man,White,45-49,Employed,Graduate degree,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0
1549,17,I wanted to share with you that I take great pride in providing value to my clients. It's important to me to ensure that each client receives the best possible service and support. Thank you for considering me for your needs.,5.0,Man,White,45-49,Employed,Graduate degree,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
2747,17,"G.
The weekend looks good. I have to do a little homework. Other than that I am
ready to go. Houston just may kick our ass. Your room is available either
night.
GT
>",4.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
969,17,"Mark, 

I am interested in an electronic copy of the subject document. Additionally, I was wondering if you have our Indian Mesa electronic files. It is mine and Klaus' understanding that you are the person who has current access. We were looking to see if we could get access through having the network location, or it being forwarded to me via email. 

Thanks, Jeri",5.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1356,17,"Hello,

CSU and the lower income neighborhoods are not very profitable to invest in at this time. Please inform Max of this as soon as possible. Thank you.",5.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0
921,17,"Apparently, you had a bit too much fun. Get some rest and I will talk with you later.",3.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0
2635,17,Looks like we've got a problem with hourly deliveries at 1/16th of MDQ.,4.0,Man,White,45-49,Employed,Graduate degree,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
1227,17,"Daren,
This is one of the deals which you told me to zero out.  Unfortunately, I do 
not allocate PGEV.  Also,  Sherlyn has actualized PGEV and she has the 
support from the pipeline for the 1746918 volume.  Please let me know if I 
had missed something in our conversation.  Thanks
Thu",4.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0
2671,17,"I would appreciate it if you could notify me before you leave tomorrow. Also, how would you feel if the person next to me catches 71?",5.0,Man,White,45-49,Employed,Graduate degree,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0
1645,17,"Rick, Sarah Tomalty in Dynegy's D.C. office has aked me to let her know how=
 much capacity Enron marketing has on our affiliated pipelines.  She is try=
ing to prepare for questions about market power she's sure will come up on =
the merger application.  Any problem with responding?  She said a total fig=
ure per pipeline would be sufficient. =20",4.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
1333,17,"Attached is the latest version of the presentation. Please look it over and let me know if you have any feedback.



Thanks,

Ben",4.0,Man,White,45-49,Employed,Graduate degree,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1935,17,"Sally - Thanks. I will bring some pictures with me when I come to Houston !

I have arranged to come over from the 14th to the 20th of March inclusive to 

cover a number of things including some doorstep work. Will you have an hour 

to see me sometime over this period?

Patti - Could you please make arrangements for me to have the use of a desk for this 

period? I will bring my laptop so I will only need somewhere where I can get 

hooked up.

Thanks James



Enron Capital & Trade Resources Corp.",5.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3577,17,"SANDY, COULD YOU PLEASE ORDER THE FOLLOWING STAMPS FOR THE CONFIRM 
CENTER:         FILE ONLY.                 ALREADY TRACKED.                OK 
TO EXECUTE.                     THANK YOU!   JUDY H.",4.0,Man,White,45-49,Employed,Graduate degree,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0
1901,17,"pretty damn embarrasing if you ask me.  maybe we can dominate
youngstown stae.",4.0,Man,White,45-49,Employed,Graduate degree,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
2011,18,The S&P has made our bonds trade for $0.20 and the stock has dropped to $3.,3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
3175,18,"Hello,

This looks great! I would be more than happy to be put on the distribution list.



Sincerely, Mike",5.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
332,18,She drives me crazy whenever she copies the lawyers in her firm. It's one of my pet peeves,3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0
3484,18,I can't believe you figured it out!  Just trying to nonchalantly check you out!  Now I'm REALLY embarrassed!  Must leave town on that note -,4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0
203,18,"I don't know about a speech... but a few words of encouragement and a kick in the ass is inorder.
BT",4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
1585,18,"Your writing is really wonderful; if you will keep sharing your honest emotions with me, it will only improve my perception of LSU alumnus.",5.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
2604,18,"Let me tell you who won't win - RU.  They are arguably the worst
division 1 football team I've ever seen.  I saw them for the 1st time
this weekend on TV.  They are horrible.  Hope everything's going well.
Life at Enron sucks.  I'm sure you've been following the situation.
I'm sure there'll be a #1 bestseller written about this circus.  Talk
to you soon.
KR",4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
2047,18,"I'm headed to become a ""safe driver.""

Robin







(Sorry, I'm not even sure what this means.  Really hard to rewrite an email containing a fragmented sentence.)",4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
1554,18,"Andy,

  Please review the attached spreadsheet for stack Manager and website access for the UBS online trading platform. Take note of any necessary changes that may be needed. Thank you for your help.

                         

                                                   Stephanie Sever

                                                    Enron Online

                                                   713-853-3465",4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1018,18,"I tried sending this email about 3 weeks ago and had problems.   So here it 
is.",3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
3564,18,"J, you are too funny! I am always entertained by the wonderful way in which you express yourself through email. You make me laugh.



Have a great day,



K",5.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0
1716,18,"I wanted to touch base with you about Heather's upcoming birthday celebration. I believe her mom may be visiting the house next weekend, so I was wondering if another weekend might work better for everyone's schedules?



I also wanted to express my condolences about your recent breakup with Barb. I believe the French phrase you were trying to spell is ""c'est la vie."" Please know that I'm here for you as a friend, and there are plenty of other wonderful people out there for you to meet and connect with.



On a separate note, I wanted to remind you that ""No Le Hace"" is scheduled for August 31st. Please mark your calendar accordingly.



Best regards,",5.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
1261,18,"If it isn't any good, what reason would I have for wanting it?",3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0
3704,18,"Tana,
 Please see attached and use prior address information.
 If you have any questions please advise.",3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0
288,18,"for easter i just stayed in town and golfed all weekend?  what did you do?  
did you go to central and regulate some punks.  what are you doing this 
weekend?  i am going to vegas.  i haven't been home at all this month except 
for last weekend.  i have to go to buttfuck mississippi next weekend for a 
wedding.",4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0
1308,18,"Hi there,



I would like to add electronic index descriptions to the database. They are located on page three of the Gas Daily publication, and we can easily insert the location of the electronic index where we currently have the gas daily index survey language in the GD swaps in the database. 



I would like to have electronic GD swaps for the following points:

- El Paso Permian

- El Paso Non-Bondad

- Kern River/Opal Plant

- SoCal Gas

- Large packages. 



We will also need to add ""electronic"" to the product title to differentiate between the two GD swaps.



Let me know if you have any questions. Thank you!

Mike Grigsby",3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
893,18,"the knuckleheads still rule .... we are still here waiting ..... 
Dave",4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0
2337,18,"Hi, I just want to ask.

Who is Tabitha Croke? Does she know what she's getting herself into by

asking us for memories for some little book?

How do you put a forty and a big RUN DMC gold necklace into a book?

Are you guys going to send something special? How about some stripper's panties from the bachelor party? any news on caymen rooms?

I hope you can answer me. Thank you!",4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0
1459,18,"Finished 5/10

Current_id 8



Rick,

Hello!

I am preparing for the meeting on Tuesday with the lenders.  I was reviewing the GSA and am curious if YPF has any force majeure claims which might impede our rights to terminate. I know they verbally indicated that they had encountered some problems in Argentina. 



 I am curious if Dean or Novak indicated that this could be a defense?



Thanks for your time!",3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
2403,18,"How's about we talk about it?  I think that's more efficient.  As long as we 
talk before the next call, we should be in good shape.
Kay",3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
691,18,"the texas bet was that they wouldn't win the national championship within the 
next 3 years.",4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0
1984,18,"You can't be serious, you know I'm right the majority of the time. ",2.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
464,18,My day started with defeating the shark ,4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0
3517,18,Please review the attachment and let me know if you have any changes.  The final document will provide a starting place for the year end review process.,3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
2458,18,Have we rescheduled for tonight? Let me know if you still want to go out for a few beers.,4.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0
863,18,"Donald was trying to sort by POR AND POD,  Donald gets a repeating error of ""invalid variant type conversion"".
I tried to do that and no problem, but I am using the app locally, and Donald for some reason still has to go thru the windows 2000 terminal server.  I really want him to be able to use the app locally like it was designed to be used.
Please let me know.
C",3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0
1798,18,Hey There! MAKE SURE YOU READ THE FOLLOWING MESSAGE FROM SALLY BECK! It's concerning the cancellation of future EES/EWS process meetings! I thought you might want to know!,3.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
947,18,"Hey Chris,
Just wanted to thank you again for the taco bell dog. That was very sweet of 
you.
Hope your holidays went well.
See you later.
Maria",5.0,Man,Hispanic or Latino,50-54,Employed,High school diploma or equivalent,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
